value,id
Nepal-Pradesh_3-Chitwan-1-Bibeksheel_Sajha-3,718
Nepal-Pradesh_3-Chitwan-2-NCP_UML-1,44670
Nepal-Pradesh_3-Chitwan-2-Nepali_Congress-2,27314
Nepal-Pradesh_3-Chitwan-2-Bibeksheel_Sajha-3,1245
Nepal-Pradesh_3-Chitwan-3-NCP_Maobadi-1,48276
Nepal-Pradesh_3-Chitwan-3-RPP_Democratic-2,38935
Nepal-Pradesh_3-Chitwan-3-NCP_Maale-3,1587
Nepal-Pradesh_3-Chitwan-3-Bibeksheel_Sajha-4,441
Nepal-Pradesh_4-Gorkha-1-NCP_Maobadi-1,29860
Nepal-Pradesh_4-Gorkha-1-Nepali_Congress-2,26643
Nepal-Pradesh_4-Gorkha-1-NCP_Maale-3,1639
Nepal-Pradesh_4-Gorkha-2-NayaSakti-1,31807
Nepal-Pradesh_4-Gorkha-2-NCP_Maobadi-2,24933
Nepal-Pradesh_4-Manang-1-NCP_UML-1,2300
Nepal-Pradesh_4-Manang-1-Nepali_Congress-2,2021
Nepal-Pradesh_4-Lamjung-1-NCP_Maobadi-1,39468
Nepal-Pradesh_4-Lamjung-1-Nepali_Congress-2,31067
Nepal-Pradesh_4-Lamjung-1-Janasawajbadi_Party-3,1406
Nepal-Pradesh_4-Lamjung-1-Independent-4,732
Nepal-Pradesh_4-Lamjung-1-Bibeksheel_Sajha-5,618
Nepal-Pradesh_4-Kaski-1-NCP_UML-1,39242
Nepal-Pradesh_4-Kaski-1-Nepali_Congress-2,25826
Nepal-Pradesh_4-Kaski-1-Sanghiya_Samajbadi_Forum_Nepal-3,786
Nepal-Pradesh_4-Kaski-1-Bibeksheel_Sajha-4,589
Nepal-Pradesh_4-Kaski-2-NCP_UML-1,27207
Nepal-Pradesh_4-Kaski-2-Nepali_Congress-2,18661
Nepal-Pradesh_4-Kaski-2-Bibeksheel_Sajha-3,843
Nepal-Pradesh_4-Kaski-3-NCP_UML-1,32690
Nepal-Pradesh_4-Kaski-3-Nepali_Congress-2,24304
Nepal-Pradesh_4-Kaski-3-Bibeksheel_Sajha-3,827
Nepal-Pradesh_4-Tanahun-1-NCP_UML-1,34492
Nepal-Pradesh_4-Tanahun-1-Nepali_Congress-2,27690
Nepal-Pradesh_4-Tanahun-1-NCP_Maale-3,1231
Nepal-Pradesh_4-Tanahun-2-NCP_UML-1,32924
Nepal-Pradesh_4-Tanahun-2-Nepali_Congress-2,29645
Nepal-Pradesh_4-Tanahun-2-NCP_Maale-3,1168
Nepal-Pradesh_4-Tanahun-2-Rastriya_Janamukti_Party-4,800
Nepal-Pradesh_4-Synagja-1-NCP_UML-1,39226
Nepal-Pradesh_4-Synagja-1-Nepali_Congress-2,28662
Nepal-Pradesh_4-Synagja-1-NayaSakti-3,264
Nepal-Pradesh_4-Synagja-2-NCP_UML-1,35142
Nepal-Pradesh_4-Synagja-2-Nepali_Congress-2,31436
Nepal-Pradesh_4-Nawalpur-1-Nepali_Congress-1,40620
Nepal-Pradesh_4-Nawalpur-1-NCP_Maobadi-2,36596
Nepal-Pradesh_4-Nawalpur-1-Bibeksheel_Sajha-3,1082
Nepal-Pradesh_4-Nawalpur-2-NCP_UML-1,39053
Nepal-Pradesh_4-Nawalpur-2-Nepali_Congress-2,37720
Nepal-Pradesh_4-Mustang-1-NCP_UML-1,3544
Nepal-Pradesh_4-Mustang-1-Nepali_Congress-2,3181
Nepal-Pradesh_4-Myagdi-1-NCP_UML-1,23308
Nepal-Pradesh_4-Myagdi-1-Nepali_Congress-3,20980
Nepal-Pradesh_4-Myagdi-1-Unified_RPP_Rastrabadi-4,309
Nepal-Pradesh_4-Myagdi-1-NayaSakti-5,142
Nepal-Pradesh_4-Myagdi-1-Mangol_National_Org-6,113
Nepal-Pradesh_4-Myagdi-1-Rastriya_Janamorcha-7,97
Nepal-Pradesh_4-Myagdi-1-Rastriya_Janamukti_Party-1,30
Nepal-Pradesh_4-Baglung-1-NCP_UML-1,33657
Nepal-Pradesh_4-Baglung-1-Nepali_Congress-3,20616
Nepal-Pradesh_4-Baglung-1-NayaSakti-4,256
Nepal-Pradesh_4-Baglung-1-NCP_Maale-5,212
Nepal-Pradesh_4-Baglung-1-Sanghiya_Samajbadi_Forum_Nepal-6,115
Nepal-Pradesh_4-Baglung-1-Unified_RPP_Rastrabadi-1,80
Nepal-Pradesh_4-Baglung-2-NCP_Maobadi-2,28827
Nepal-Pradesh_4-Baglung-2-Nepali_Congress-3,19905
Nepal-Pradesh_4-Baglung-2-Deshbhakta_Ganatantrik_Morcha-4,586
Nepal-Pradesh_4-Baglung-2-Aamul_Paribartan_Masiha-5,262
Nepal-Pradesh_4-Baglung-2-Sanghiya_Samajbadi_Forum_Nepal-1,180
Nepal-Pradesh_4-Parbat-1-NCP_UML-1,39275
Nepal-Pradesh_4-Parbat-1-Nepali_Congress-2,26819
Nepal-Pradesh_4-Parbat-1-NCP_Maale-3,599
Nepal-Pradesh_5-Gulmi-1-NCP_UML-1,37814
Nepal-Pradesh_5-Gulmi-1-Nepali_Congress-2,30256
Nepal-Pradesh_5-Gulmi-2-NCP_UML-1,34618
Nepal-Pradesh_5-Gulmi-2-Nepali_Congress-2,20157
Nepal-Pradesh_5-Gulmi-2-Rastriya_Janamorcha-3,453
Nepal-Pradesh_5-Palpa-1-NCP_UML-1,32549
Nepal-Pradesh_5-Palpa-1-Nepali_Congress-2,23993
Nepal-Pradesh_5-Palpa-1-Mangol_National_Org-3,1086
Nepal-Pradesh_5-Palpa-2-NCP_UML-2,34899
Nepal-Pradesh_5-Palpa-2-Nepali_Congress-3,24554
Nepal-Pradesh_5-Palpa-2-Mangol_National_Org-4,1005
Nepal-Pradesh_5-Palpa-2-Rastriya_Janamukti_Party-5,794
Nepal-Pradesh_5-Palpa-2-Rastriya_Janamorcha-6,569
Nepal-Pradesh_5-Palpa-2-Unified_RPP_Rastrabadi-7,145
Nepal-Pradesh_5-Palpa-2-Independent-8,81
Nepal-Pradesh_5-Palpa-2-Sanghiya_Samajbadi_Forum_Nepal-9,65
Nepal-Pradesh_5-Palpa-2-NCP_Maxist-10,19
Nepal-Pradesh_5-Palpa-2-Independent-1,11
Nepal-Pradesh_5-Arghakhaanchi-1-NCP_Maobadi-2,50837
Nepal-Pradesh_5-Arghakhaanchi-1-Nepali_Congress-3,32544
Nepal-Pradesh_5-Arghakhaanchi-1-NayaSakti-4,580
Nepal-Pradesh_5-Arghakhaanchi-1-Bibeksheel_Sajha-5,480
Nepal-Pradesh_5-Arghakhaanchi-1-Unified_RPP_Rastrabadi-6,178
Nepal-Pradesh_5-Arghakhaanchi-1-Mangol_National_Org-7,137
Nepal-Pradesh_5-Arghakhaanchi-1-Independent-1,136
Nepal-Pradesh_5-Rupandehi-1-NCP_UML-1,34752
Nepal-Pradesh_5-Rupandehi-1-Nepali_Congress-2,26885
Nepal-Pradesh_5-Rupandehi-1-Sanghiya_Samajbadi_Forum_Nepal-3,12764
Nepal-Pradesh_5-Rupandehi-1-Rastriya_Janamukti_Party-4,3548
Nepal-Pradesh_5-Rupandehi-1-Rastriya_Janata_Party-5,2374
Nepal-Pradesh_5-Rupandehi-1-Unified_RPP_Rastrabadi-6,998
Nepal-Pradesh_5-Rupandehi-2-Nepali_Congress-2,21946
Nepal-Pradesh_5-Rupandehi-2-Rastriya_Janamukti_Party-3,3568
Nepal-Pradesh_5-Rupandehi-2-Bibeksheel_Sajha-4,1323
Nepal-Pradesh_5-Rupandehi-3-NCP_UML-1,32866
Nepal-Pradesh_5-Rupandehi-3-RPP_Democratic-2,27422
Nepal-Pradesh_5-Rupandehi-3-Sanghiya_Samajbadi_Forum_Nepal-3,12536
Nepal-Pradesh_5-Rupandehi-3-Rastriya_Janamukti_Party-4,2409
Nepal-Pradesh_5-Rupandehi-3-Unified_RPP_Rastrabadi-5,1856
Nepal-Pradesh_5-Rupandehi-3-Bibeksheel_Sajha-6,746
Nepal-Pradesh_5-Rupandehi-4-Nepali_Congress-1,31718
Nepal-Pradesh_5-Rupandehi-4-Rastriya_Janata_Party-2,20416
Nepal-Pradesh_5-Rupandehi-4-NCP_UML-3,4079
Nepal-Pradesh_5-Rupandehi-4-Sanghiya_Samajbadi_Forum_Nepal-4,2306
Nepal-Pradesh_5-Rupandehi-5-Nepali_Congress-1,33088
Nepal-Pradesh_5-Rupandehi-5-NCP_Maobadi-2,20438
Nepal-Pradesh_5-Rupandehi-5-Sanghiya_Samajbadi_Forum_Nepal-3,14121
Nepal-Pradesh_5-Rupandehi-5-NCP_Maale-5,1879
Nepal-Pradesh_5-Rupandehi-5-Rastriya_Janamukti_Party-6,1657
Nepal-Pradesh_5-Rupandehi-5-Rastriya_Janata_Party-7,1337
Nepal-Pradesh_5-Rupandehi-5-Rastriya_Janamorcha-8,454
Nepal-Pradesh_5-Rupandehi-5-Nepal_Yuba_Kisaan_Party-9,361
Nepal-Pradesh_5-Rupandehi-5-Deshbhakta_Ganatantrik_Morcha-10,216
Nepal-Pradesh_5-Rupandehi-5-Mangol_National_Org-11,172
Nepal-Pradesh_5-Rupandehi-5-Unified_RPP_Rastrabadi-12,127
Nepal-Pradesh_5-Rupandehi-5-NayaSakti-13,95
Nepal-Pradesh_5-Rupandehi-5-NCP_Maxist-14,73
Nepal-Pradesh_5-Rupandehi-5-Nepal_Majdur_Kisaan_Party-15,59
Nepal-Pradesh_5-Rupandehi-5-Independent-16,45
Nepal-Pradesh_5-Rupandehi-5-Independent-17,38
Nepal-Pradesh_5-Rupandehi-5-Independent-18,35
Nepal-Pradesh_5-Rupandehi-5-Independent-19,33
Nepal-Pradesh_5-Rupandehi-5-Independent-1,31
Nepal-Pradesh_5-Kapilbastu-1-NCP_Maobadi-2,29799
Nepal-Pradesh_5-Kapilbastu-1-Nepali_Congress-3,28853
Nepal-Pradesh_5-Kapilbastu-1-Sanghiya_Samajbadi_Forum_Nepal-4,11812
Nepal-Pradesh_5-Kapilbastu-1-NayaSakti-5,4689
Nepal-Pradesh_5-Kapilbastu-1-Janasawajbadi_Party-6,2346
Nepal-Pradesh_5-Kapilbastu-1-Rastriya_Janamukti_Party-7,822
Nepal-Pradesh_5-Kapilbastu-1-Nepal_Loktantrik_Janata_Congress-8,815
Nepal-Pradesh_5-Kapilbastu-1-Rastriya_Janamorcha-9,717
Nepal-Pradesh_5-Kapilbastu-1-Nepal_Janata_Party-10,337
Nepal-Pradesh_5-Kapilbastu-1-Deshbhakta_Ganatantrik_Morcha-11,284
Nepal-Pradesh_5-Kapilbastu-1-Nepal_Yuba_Kisaan_Party-12,126
Nepal-Pradesh_5-Kapilbastu-1-Independent-13,102
Nepal-Pradesh_5-Kapilbastu-1-Independent-14,89
Nepal-Pradesh_5-Kapilbastu-1-Independent-15,76
Nepal-Pradesh_5-Kapilbastu-1-Independent-16,58
Nepal-Pradesh_5-Kapilbastu-1-Independent-17,32
Nepal-Pradesh_5-Kapilbastu-1-Independent-1,30
Nepal-Pradesh_5-Kapilbastu-2-NCP_UML-2,35147
Nepal-Pradesh_5-Kapilbastu-2-Nepali_Congress-3,31566
Nepal-Pradesh_5-Kapilbastu-2-Rastriya_Janata_Party-4,2048
Nepal-Pradesh_5-Kapilbastu-2-Sanghiya_Samajbadi_Forum_Nepal-5,1774
Nepal-Pradesh_5-Kapilbastu-2-Janasawajbadi_Party-6,400
Nepal-Pradesh_5-Kapilbastu-2-Rastriya_Janamorcha-7,242
Nepal-Pradesh_5-Kapilbastu-2-Independent-8,239
Nepal-Pradesh_5-Kapilbastu-2-NayaSakti-9,132
Nepal-Pradesh_5-Kapilbastu-2-Unified_RPP_Rastrabadi-10,96
Nepal-Pradesh_5-Kapilbastu-2-Rastriya_Janamukti_Party-11,84
Nepal-Pradesh_5-Kapilbastu-2-Mangol_National_Org-12,76
Nepal-Pradesh_5-Kapilbastu-2-Deshbhakta_Ganatantrik_Morcha-13,52
Nepal-Pradesh_5-Kapilbastu-2-Independent-14,24
Nepal-Pradesh_5-Kapilbastu-2-Independent-15,18
Nepal-Pradesh_5-Kapilbastu-2-Independent-1,16
Nepal-Pradesh_5-Kapilbastu-3-Nepali_Congress-2,20001
Nepal-Pradesh_5-Kapilbastu-3-Sanghiya_Samajbadi_Forum_Nepal-3,15826
Nepal-Pradesh_5-Kapilbastu-3-NCP_UML-4,14330
Nepal-Pradesh_5-Kapilbastu-3-Bahujan_Shakti_Party-5,4999
Nepal-Pradesh_5-Kapilbastu-3-Rastriya_Janata_Party-6,4987
Nepal-Pradesh_5-Kapilbastu-3-Nepal_Sanghiya_Samajbadi_Party-7,1073
Nepal-Pradesh_5-Kapilbastu-3-NCP_Maale-8,645
Nepal-Pradesh_5-Kapilbastu-3-Rastriya_Janamorcha-9,450
Nepal-Pradesh_5-Kapilbastu-3-Deshbhakta_Ganatantrik_Morcha-10,267
Nepal-Pradesh_5-Kapilbastu-3-NayaSakti-11,243
Nepal-Pradesh_5-Kapilbastu-3-Mangol_National_Org-12,227
Nepal-Pradesh_5-Kapilbastu-3-Gandhibadi_Party_Nepal-13,178
Nepal-Pradesh_5-Kapilbastu-3-Independent-14,140
Nepal-Pradesh_5-Kapilbastu-3-Independent-15,48
Nepal-Pradesh_5-Kapilbastu-3-Independent-16,47
Nepal-Pradesh_5-Kapilbastu-3-Independent-17,38
Nepal-Pradesh_5-Kapilbastu-3-Independent-18,38
Nepal-Pradesh_5-Kapilbastu-3-Independent-19,37
Nepal-Pradesh_5-Kapilbastu-3-Independent-20,19
Nepal-Pradesh_5-Kapilbastu-3-Independent-21,19
Nepal-Pradesh_5-Kapilbastu-3-Independent-22,13
Nepal-Pradesh_5-Kapilbastu-3-Independent-1,12
Nepal-Pradesh_5-East Rukum-1-NCP_Maobadi-2,10434
Nepal-Pradesh_5-East Rukum-1-Nepali_Congress-3,4406
Nepal-Pradesh_5-East Rukum-1-NayaSakti-4,1489
Nepal-Pradesh_5-East Rukum-1-NCP_Maale-5,487
Nepal-Pradesh_5-East Rukum-1-Mangol_National_Org-6,58
Nepal-Pradesh_5-East Rukum-1-Rastriya_Janamorcha-1,52
Nepal-Pradesh_5-Rolpa-1-NCP_Maobadi-2,42084
Nepal-Pradesh_5-Rolpa-1-Nepali_Congress-3,20337
Nepal-Pradesh_5-Rolpa-1-Unified_RPP_Rastrabadi-4,1191
Nepal-Pradesh_5-Rolpa-1-Rastriya_Janamorcha-5,656
Nepal-Pradesh_5-Rolpa-1-Mangol_National_Org-6,305
Nepal-Pradesh_5-Rolpa-1-Deshbhakta_Ganatantrik_Morcha-7,286
Nepal-Pradesh_5-Rolpa-1-Sanghiya_Samajbadi_Forum_Nepal-8,276
Nepal-Pradesh_5-Rolpa-1-Rastriya_Janamukti_Party-1,161
Nepal-Pradesh_5-Pyuthan-1-Rastriya_Janamorcha-2,47514
Nepal-Pradesh_5-Pyuthan-1-Nepali_Congress-3,31286
Nepal-Pradesh_5-Pyuthan-1-NCP_Maale-4,2565
Nepal-Pradesh_5-Pyuthan-1-Deshbhakta_Ganatantrik_Morcha-5,478
Nepal-Pradesh_5-Pyuthan-1-NayaSakti-6,461
Nepal-Pradesh_5-Pyuthan-1-Unified_RPP_Rastrabadi-7,255
Nepal-Pradesh_5-Pyuthan-1-Mangol_National_Org-1,87
Nepal-Pradesh_5-Dang-1-NCP_UML-2,37908
Nepal-Pradesh_5-Dang-1-Nepali_Congress-3,24074
Nepal-Pradesh_5-Dang-1-Rastriya_Janamorcha-4,3784
Nepal-Pradesh_5-Dang-1-NCP_Maale-5,2012
Nepal-Pradesh_5-Dang-1-Sanghiya_Samajbadi_Forum_Nepal-6,573
Nepal-Pradesh_5-Dang-1-Nepali_Congress_BP-7,442
Nepal-Pradesh_5-Dang-1-NayaSakti-8,401
Nepal-Pradesh_5-Dang-1-Independent-9,265
Nepal-Pradesh_5-Dang-1-Sanghiya_Khumbuban-10,85
Nepal-Pradesh_5-Dang-1-Independent-11,20
Nepal-Pradesh_5-Dang-1-Independent-1,16
Nepal-Pradesh_5-Dang-2-NCP_Maobadi-2,40042
Nepal-Pradesh_5-Dang-2-Nepali_Congress-3,25897
Nepal-Pradesh_5-Dang-2-NCP_Maale-4,2204
Nepal-Pradesh_5-Dang-2-Rastriya_Janamorcha-5,529
Nepal-Pradesh_5-Dang-2-NayaSakti-6,286
Nepal-Pradesh_5-Dang-2-Rastriya_Janamukti_Party-7,229
Nepal-Pradesh_5-Dang-2-Sanghiya_Khumbuban-8,124
Nepal-Pradesh_5-Dang-2-Independent-9,98
Nepal-Pradesh_5-Dang-2-Mangol_National_Org-1,76
Nepal-Pradesh_5-Dang-3-NCP_UML-2,40287
Nepal-Pradesh_5-Dang-3-Nepali_Congress-3,33730
Nepal-Pradesh_5-Dang-3-NCP_Maale-4,1409
Nepal-Pradesh_5-Dang-3-Rastriya_Janamorcha-5,540
Nepal-Pradesh_5-Dang-3-NayaSakti-6,272
Nepal-Pradesh_5-Dang-3-Deshbhakta_Ganatantrik_Morcha-7,154
Nepal-Pradesh_5-Dang-3-Independent-8,48
Nepal-Pradesh_5-Dang-3-Sanghiya_Khumbuban-9,27
Nepal-Pradesh_5-Dang-3-Independent-10,26
Nepal-Pradesh_5-Dang-3-Independent-1,13
Nepal-Pradesh_5-Banke-1-NCP_Maobadi-1,31173
Nepal-Pradesh_5-Banke-1-Nepali_Congress-2,28217
Nepal-Pradesh_5-Banke-1-Sanghiya_Samajbadi_Forum_Nepal-3,4588
Nepal-Pradesh_5-Banke-1-Unified_RPP_Rastrabadi-4,626
Nepal-Pradesh_5-Banke-1-Bibeksheel_Sajha-5,393
Nepal-Pradesh_5-Banke-2-Sanghiya_Samajbadi_Forum_Nepal-1,21575
Nepal-Pradesh_5-Banke-2-NCP_UML-2,15951
Nepal-Pradesh_5-Banke-2-RPP-3,11622
Nepal-Pradesh_5-Banke-3-NCP_UML-1,31601
Nepal-Pradesh_5-Banke-3-Nepali_Congress-2,26617
Nepal-Pradesh_5-Banke-3-Sanghiya_Samajbadi_Forum_Nepal-3,2737
Nepal-Pradesh_5-Banke-3-Rastriya_Janata_Party-4,1711
Nepal-Pradesh_5-Bardiya-1-Nepali_Congress-1,44829
Nepal-Pradesh_5-Bardiya-1-NCP_UML-2,44076
Nepal-Pradesh_5-Bardiya-1-NCP_Maale-3,2372
Nepal-Pradesh_5-Bardiya-2-NCP_Maobadi-1,50555
Nepal-Pradesh_5-Bardiya-2-Nepali_Congress-2,36735
Nepal-Pradesh_5-Bardiya-2-NayaSakti-3,456
Nepal-Pradesh_5-Bardiya-2-Sanghiya_Samajbadi_Forum_Nepal-4,227
Nepal-Pradesh_5-Parasi-1-NCP_UML-1,38592
Nepal-Pradesh_5-Parasi-1-Nepali_Congress-2,33591
Nepal-Pradesh_5-Parasi-1-Rastriya_Janamukti_Party-3,1193
Nepal-Pradesh_5-Parasi-1-Rastriya_Janata_Party-4,907
Nepal-Pradesh_5-Parasi-1-Bibeksheel_Sajha-5,374
Nepal-Pradesh_5-Parasi-2-Nepali_Congress-1,34130
Nepal-Pradesh_5-Parasi-2-NCP_Maobadi-2,23898
Nepal-Pradesh_5-Parasi-2-Rastriya_Janata_Party-3,16928
Nepal-Pradesh_6-Salyan-1-NCP_Maobadi-1,40897
Nepal-Pradesh_6-Salyan-1-Nepali_Congress-2,29767
Nepal-Pradesh_6-Salyan-1-Independent-3,2921
Nepal-Pradesh_6-Salyan-1-NCP_Maale-4,2292
Nepal-Pradesh_6-Dolpa-1-NCP_UML-2,11761
Nepal-Pradesh_6-Dolpa-1-Nepali_Congress-3,3167
Nepal-Pradesh_6-Dolpa-1-NCP_Maale-4,299
Nepal-Pradesh_6-Mugu-1-NCP_UML-1,13034
Nepal-Pradesh_6-Mugu-1-Nepali_Congress-2,9861
Nepal-Pradesh_6-Mugu-1-NayaSakti-3,99
Nepal-Pradesh_6-Jumla-1-NCP_Maobadi-1,22173
Nepal-Pradesh_6-Jumla-1-Nepali_Congress-2,14149
Nepal-Pradesh_6-Jumla-1-Nepal_Majdur_Kisaan_Party-3,2718
Nepal-Pradesh_6-Kalikot-1-NCP_Maobadi-1,21112
Nepal-Pradesh_6-Kalikot-1-Nepali_Congress-2,16407
Nepal-Pradesh_6-Kalikot-1-Nepal_Majdur_Kisaan_Party-3,878
Nepal-Pradesh_6-Kalikot-1-NCP_Maale-4,674
Nepal-Pradesh_6-Kalikot-1-NayaSakti-1,114
Nepal-Pradesh_6-Humla-1-Independent-2,8491
Nepal-Pradesh_6-Humla-1-Nepali_Congress-3,8444
Nepal-Pradesh_6-Humla-1-NCP_Maobadi-4,2856
Nepal-Pradesh_6-Humla-1-Janasawajbadi_Party-5,409
Nepal-Pradesh_6-Humla-1-NayaSakti-6,382
Nepal-Pradesh_6-Humla-1-Sanghiya_Samajbadi_Forum_Nepal-7,166
Nepal-Pradesh_6-Humla-1-Unified_RPP_Rastrabadi-1,85
Nepal-Pradesh_6-Jajarkot-1-NCP_Maobadi-1,32281
Nepal-Pradesh_6-Jajarkot-1-Nepali_Congress-3,23289
Nepal-Pradesh_6-Jajarkot-1-Unified_RPP_Rastrabadi-4,638
Nepal-Pradesh_6-Jajarkot-1-Sanghiya_Samajbadi_Forum_Nepal-5,335
Nepal-Pradesh_6-Jajarkot-1-NayaSakti-1,281
Nepal-Pradesh_6-Dailekh-1-NCP_UML-1,23773
Nepal-Pradesh_6-Dailekh-1-RPP-2,17252
Nepal-Pradesh_6-Dailekh-2-NCP_UML-1,23323
Nepal-Pradesh_6-Dailekh-2-Nepali_Congress-2,16634
Nepal-Pradesh_6-Dailekh-2-Nepal_Majdur_Kisaan_Party-3,2647
Nepal-Pradesh_6-Surkhet-1-NCP_UML-1,36759
Nepal-Pradesh_6-Surkhet-1-Nepali_Congress-2,33377
Nepal-Pradesh_6-Surkhet-1-Sanghiya_Samajbadi_Forum_Nepal-3,291
Nepal-Pradesh_6-Surkhet-2-NCP_UML-1,37447
Nepal-Pradesh_6-Surkhet-2-Nepali_Congress-2,28646
Nepal-Pradesh_6-Surkhet-2-Mangol_National_Org-3,799
Nepal-Pradesh_6-Surkhet-2-Bibeksheel_Sajha-4,740
Nepal-Pradesh_6-West Rukum-1-NCP_Maobadi-1,34402
Nepal-Pradesh_6-West Rukum-1-Nepali_Congress-2,15659
Nepal-Pradesh_7-Bajura-1-NCP_UML-2,28065
Nepal-Pradesh_7-Bajura-1-Nepali_Congress-3,23181
Nepal-Pradesh_7-Bajura-1-NayaSakti-1,465
Nepal-Pradesh_7-Accham-1-NCP_UML-1,24893
Nepal-Pradesh_7-Accham-1-Nepali_Congress-2,17689
Nepal-Pradesh_7-Accham-2-NCP_UML-1,21965
Nepal-Pradesh_7-Accham-2-Nepali_Congress-2,19106
Nepal-Pradesh_7-Bajhang-1-NCP_UML-2,34602
Nepal-Pradesh_7-Bajhang-1-Nepali_Congress-3,26910
Nepal-Pradesh_7-Bajhang-1-Sanghiya_Samajbadi_Forum_Nepal-4,527
Nepal-Pradesh_7-Bajhang-1-Bibeksheel_Sajha-5,497
Nepal-Pradesh_7-Doti-1-NCP_UML-1,32510
Nepal-Pradesh_7-Doti-1-Nepali_Congress-2,30878
Nepal-Pradesh_7-Doti-1-Rastriya_Janamorcha-3,672
Nepal-Pradesh_7-Doti-1-Sanghiya_Samajbadi_Forum_Nepal-4,574
Nepal-Pradesh_7-Doti-1-Bibeksheel_Sajha-5,303
Nepal-Pradesh_7-Doti-1-Nepal_Dalit_Party-1,176
Nepal-Pradesh_7-Kailali-1-Rastriya_Janata_Party-1,34341
Nepal-Pradesh_7-Kailali-1-NCP_UML-2,13406
Nepal-Pradesh_7-Kailali-1-Nepali_Congress-3,11203
Nepal-Pradesh_7-Kailali-1-Sanghiya_Samajbadi_Forum_Nepal-4,678
Nepal-Pradesh_7-Kailali-1-NayaSakti-5,335
Nepal-Pradesh_7-Kailali-1-Bibeksheel_Sajha-6,240
Nepal-Pradesh_7-Kailali-2-NCP_UML-1,25157
Nepal-Pradesh_7-Kailali-2-Nepali_Congress-2,23313
Nepal-Pradesh_7-Kailali-2-Rastriya_Janata_Party-3,5967
Nepal-Pradesh_7-Kailali-3-NCP_Maobadi-2,24879
Nepal-Pradesh_7-Kailali-3-Nepali_Congress-3,20494
Nepal-Pradesh_7-Kailali-3-Rastriya_Janata_Party-4,4044
Nepal-Pradesh_7-Kailali-3-NCP_Maale-5,3255
Nepal-Pradesh_7-Kailali-3-NayaSakti-6,1917
Nepal-Pradesh_7-Kailali-3-Unified_RPP_Rastrabadi-7,1197
Nepal-Pradesh_7-Kailali-3-Sanghiya_Samajbadi_Forum_Nepal-8,822
Nepal-Pradesh_7-Kailali-3-Bibeksheel_Sajha-9,390
Nepal-Pradesh_7-Kailali-3-Rastriya_Janamorcha-1,244
Nepal-Pradesh_7-Kailali-4-NCP_Maobadi-1,31359
Nepal-Pradesh_7-Kailali-4-Nepali_Congress-2,20960
Nepal-Pradesh_7-Kailali-4-Independent-3,3173
Nepal-Pradesh_7-Kailali-4-Rastriya_Janamorcha-4,1107
Nepal-Pradesh_7-Kailali-4-Bibeksheel_Sajha-5,711
Nepal-Pradesh_7-Kailali-5-NCP_UML-1,27202
Nepal-Pradesh_7-Kailali-5-Nepali_Congress-2,22322
Nepal-Pradesh_7-Kailali-5-Rastriya_Janata_Party-3,6747
Nepal-Pradesh_7-Kailali-5-Bibeksheel_Sajha-4,2722
Nepal-Pradesh_7-Darchula-1-NCP_UML-1,28998
Nepal-Pradesh_7-Darchula-1-Nepali_Congress-2,22233
Nepal-Pradesh_7-Darchula-1-Janasawajbadi_Party-3,610
Nepal-Pradesh_7-Baitadi-1-NCP_UML-2,39524
Nepal-Pradesh_7-Baitadi-1-Nepali_Congress-3,28291
Nepal-Pradesh_7-Baitadi-1-Unified_RPP_Rastrabadi-4,538
Nepal-Pradesh_7-Baitadi-1-Bibeksheel_Sajha-5,467
Nepal-Pradesh_7-Baitadi-1-Rastriya_Janamorcha-1,302
Nepal-Pradesh_7-Dadeldhura-1-Nepali_Congress-2,28446
Nepal-Pradesh_7-Dadeldhura-1-NCP_Maobadi-3,21498
Nepal-Pradesh_7-Dadeldhura-1-Rastriya_Mukti_Andolan_Nepal-4,857
Nepal-Pradesh_7-Dadeldhura-1-Independent-5,140
Nepal-Pradesh_7-Dadeldhura-1-Rastriya_Janamorcha-6,103
Nepal-Pradesh_7-Dadeldhura-1-Nepal_Dalit_Party-1,83
Nepal-Pradesh_7-Kanchanpur-1-NCP_Maobadi-1,38467
Nepal-Pradesh_7-Kanchanpur-1-Nepali_Congress-2,19219
Nepal-Pradesh_7-Kanchanpur-1-Rastriya_Janamorcha-3,871
Nepal-Pradesh_7-Kanchanpur-1-Rastriya_Janata_Party-4,690
Nepal-Pradesh_7-Kanchanpur-1-Bibeksheel_Sajha-5,480
Nepal-Pradesh_7-Kanchanpur-2-NCP_UML-1,33220
Nepal-Pradesh_7-Kanchanpur-2-Nepali_Congress-2,24893
Nepal-Pradesh_7-Kanchanpur-2-Deshbhakta_Ganatantrik_Morcha-3,459
Nepal-Pradesh_7-Kanchanpur-3-NCP_UML-1,26364
Nepal-Pradesh_7-Kanchanpur-3-Nepali_Congress-2,26106
Nepal-Pradesh_7-Kanchanpur-3-Bibeksheel_Sajha-3,303
